,rxn_smarts
3727,BrC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.O=C(OC)C1=NOC(C2=CC=CS2)=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3728,IC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=NOC(C(OCC)=O)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
3729,ClC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.O=C(OC)C1=NOC(C2=CC=CO2)=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=NC=CC=C2)C=C1
3730,IC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C1(C2=CC=CC=C2)=CC=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
3731,ClC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CCOC(C1=NOC=C1)=O.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
3732,ClC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=NOC=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CN=CC=C2)C=C1
3733,IC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.COC1=NOC(C(OCC)=O)=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3734,BrC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=CC(N2C=CC=C2)=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
3735,IC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C1(C2=CC=CC=C2)=CON=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
3736,BrC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C1(C2=CC=CC=C2)=CC=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
3737,ClC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=NOC(C(OCC)=O)=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
3738,BrC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=NOC(C(OCC)=O)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
3739,IC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=CC=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
3740,ClC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C1(C2=CC=CC=C2)=CON=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3741,IC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=CC(N2C=CC=C2)=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CN=CC=C2)C=C1
3742,ClC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.CC1=CC(C)=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CN=CC=C2)C=C1
3743,ClC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C12=C(C=CC=C2)ON=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
3744,IC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.O=C(OC)C1=NOC(C2=CC=CO2)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
3745,BrC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=CC=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3746,BrC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.COC1=NOC(C(OCC)=O)=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
3747,ClC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=NOC=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
3748,IC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=CC=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
3749,IC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=NOC=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
3750,ClC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C12=C(C=CC=C2)ON=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CN=CC=C2)C=C1
3751,IC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=CC(N2C=CC=C2)=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CN=CC=C2)C=C1
3752,IC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.O=C(OC)C1=NOC(C2=CC=CO2)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=NC=CC=C2)C=C1
3753,IC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C1(C2=CC=CC=C2)=CON=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=NC=CC=C2)C=C1
3754,BrC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=NOC(C2=CC=CC=C2)=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CN=CC=C2)C=C1
3755,IC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C12=C(C=CC=C2)ON=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=NC=CC=C2)C=C1
3756,ClC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=CC=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=NC=CC=C2)C=C1
3757,ClC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.CC1=NOC=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=NC=CC=C2)C=C1
3758,IC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C1(C2=CC=CC=C2)=CON=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3759,BrC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C12=C(C=CC=C2)ON=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
3760,IC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.CC1=NOC(C2=CC=CC=C2)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=NC=CC=C2)C=C1
3761,IC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=NOC=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3762,ClC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.O=C(OC)C1=NOC(C2=CC=CS2)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CN=CC=C2)C=C1
3763,ClC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C1(C2=CC=CC=C2)=NOC=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CN=CC=C2)C=C1
3764,BrC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.O=C(OC)C1=NOC(C2=CC=CS2)=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
3765,ClC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.O=C(OC)C1=NOC(C2=CC=CS2)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
3766,IC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.O=C(OC)C1=CC=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CN=CC=C2)C=C1
3767,BrC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C12=C(C=CC=C2)ON=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
3768,BrC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.O=C(OC)C1=NOC(C2=CC=CS2)=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=NC=CC=C2)C=C1
3769,ClC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.O=C(OC)C1=CC=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
3770,BrC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CCOC(C1=CON=C1)=O.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CN=CC=C2)C=C1
3771,ClC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CCOC(C1=CON=C1)=O.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
3772,IC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.FC(C=CC=C1F)=C1C2=CC=NO2.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3773,BrC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.COC1=NOC(C(OCC)=O)=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=NC=CC=C2)C=C1
3774,BrC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CCOC(C1=NOC=C1)=O.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
3775,IC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C1(C2=CC=CC=C2)=CC=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3776,IC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.CC1=CC=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
3777,ClC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C12=CON=C1C=CC=C2.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=NC=CC=C2)C=C1
3778,ClC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=CC(N2C=CC=C2)=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=NC=CC=C2)C=C1
3779,BrC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.COC1=NOC(C(OCC)=O)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
3780,ClC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.CC1=CC(C)=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
3781,BrC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=NOC=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CN=CC=C2)C=C1
3782,IC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.FC(C=CC=C1F)=C1C2=CC=NO2.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
3783,IC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=NOC=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=NC=CC=C2)C=C1
3784,ClC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.COC1=NOC(C(OCC)=O)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3785,IC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.COC1=NOC(C(OCC)=O)=C1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CN=CC=C2)C=C1
3786,BrC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.O=C(OC)C1=NOC(C2=CC=CO2)=C1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=NC=CC=C2)C=C1
3787,BrC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=CC(N2C=CC=C2)=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=NC=CC=C2)C=C1
3788,ClC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=CC=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
3789,BrC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=NOC=C1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=NC=CC=C2)C=C1
3790,IC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=CC(N2C=CC=C2)=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
3791,BrC1=CC=C(CC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2.CC1=CC=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(CC)C=C2)C=C1
3792,IC1=CC=C(OC)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C1(C2=CC=CC=C2)=CC=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=CC=C(OC)C=C2)C=C1
3793,IC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.CC1=CC=NO1.CC(C)(C)/N=C(N(C)C)/N(C)C>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3794,ClC1=CC=C(C(F)(F)F)C=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=CC=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
3795,ClC1=CN=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC.CC1=C(C(OCC)=O)C=NO1.CN1CCCN2C1=NCCC2>CC1=CC=C(C2=CN=CC=C2)C=C1
3796,ClC1=NC=CC=C1.CC1=CC=C(N)C=C1>CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2.C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=CC=NO1.CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC>CC1=CC=C(C2=NC=CC=C2)C=C1
